num_of_files,total_lines,mod_lines,label,insertions,deletions
1,10069,33,None,33,0
78,89,1106,None,332,42
3,10036,14,non-bug,2,2
1,0,31,None,0,0
1,0,2,non-bug,0,0
2,10036,12,non-bug,2,2
3,10036,35,None,2,2
3,9983,14,None,2,2
2,0,560,None,210,135
2,0,560,None,210,135
1,0,25,None,25,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,5,None,0,0
1,10036,29,None,19,10
2,141,146,None,72,56
2,141,146,non-bug,72,56
1,106,6,non-bug,5,1
1,102,13,None,1,12
1,102,13,None,1,12
1,10027,14,None,10,4
2,0,73,non-bug,70,3
2,0,73,non-bug,70,3
2,10021,51,None,26,1
1,0,29,None,0,0
2,9983,51,None,26,1
3,206,110,None,66,10
3,206,110,non-bug,66,10
1,0,2,non-bug,1,1
1,0,2,non-bug,1,1
2,226,275,None,85,0
2,307,520,None,239,164
3,110,250,None,126,124
2,0,34,non-bug,2,2
2,311,63,None,52,10
5,85,139,None,138,1
1,0,1,non-bug,0,0
2,0,33,non-bug,2,2
3,110,250,None,126,124
1,9958,2,None,1,1
1,9954,2,None,1,1
1,9958,44,None,24,20
2,0,63,None,16,0
3,95,375,None,220,155
3,95,375,None,220,155
5,85,139,None,138,1
3,78,235,None,83,152
3,78,235,non-bug,83,152
4,127,266,None,217,45
2,307,520,None,239,164
2,127,93,non-bug,44,45
2,0,173,None,173,0
2,0,173,None,173,0
1,9829,16,None,16,0
4,83,270,None,98,1
2,127,93,non-bug,44,45
2,311,63,None,52,10
3,79,149,None,12,12
1,0,23,None,23,0
1,0,2,None,1,1
1,0,2,None,1,1
2,226,130,None,33,5
2,0,63,None,16,0
2,209,186,None,113,37
2,401,183,None,92,29
2,401,147,None,81,48
2,368,76,None,31,1
2,209,186,non-bug,113,37
1,0,21,None,0,0
8,61,384,None,175,9
4,186,221,non-bug,35,15
1,748,5,non-bug,4,1
2,96,58,None,3,0
1,186,34,non-bug,19,15
2,64,132,non-bug,1,4
3,61,9,non-bug,4,3
4,60,249,None,171,5
1,0,22,None,0,0
1,0,15,None,0,0
2,220,48,None,32,16
2,220,48,non-bug,32,16
1,0,52,None,0,0
4,143,289,None,198,52
2,182,153,non-bug,25,12
3,0,10,None,6,4
1,9715,8,non-bug,4,4
2,113,16,non-bug,1,1
2,113,16,non-bug,1,1
1,0,51,non-bug,0,0
1,0,51,non-bug,0,0
2,178,16,None,0,16
2,178,16,None,0,16
1,9715,8,non-bug,4,4
1,0,32,None,16,16
1,0,24,None,24,0
1,0,4,None,2,2
1,0,2,None,1,1
1,0,2,None,1,1
1,0,4,None,2,2
4,143,289,None,198,52
1,95,17,None,16,1
1,95,17,None,16,1
1,186,4,None,2,2
2,198,157,None,57,0
2,187,59,None,14,19
1,80,9,None,7,2
1,121,2,non-bug,1,1
1,80,9,non-bug,7,2
2,187,59,non-bug,14,19
1,0,1,None,0,0
1,0,1,None,0,0
1,0,14,None,0,0
1,0,14,non-bug,0,0
1,0,120,None,0,0
1,0,120,None,0,0
2,218,9,None,4,5
13,186,1227,None,516,655
3,320,129,None,29,44
10,186,1098,None,487,611
1,9715,2620,None,1638,982
1,9059,9,None,8,1
1,9052,30,None,29,1
1,9052,30,None,29,1
6,269,946,None,384,273
1,9024,28,None,28,0
6,269,918,None,356,273
2,218,9,None,4,5
1,113,1,None,1,0
3,177,38,None,25,3
3,177,38,non-bug,25,3
2,0,8,None,0,0
2,0,8,None,0,0
21,481,527,non-bug,508,2
21,481,527,non-bug,508,2
2,110,12,None,5,0
2,110,12,None,5,0
2,78,21,None,5,1
1,0,15,None,0,0
2,78,21,None,5,1
1,0,15,None,0,0
2,75,13,non-bug,5,0
1,0,2,None,1,1
2,75,13,None,5,0
1,8531,789,None,472,317
1,0,4,None,0,0
1,8376,5,None,1,4
1,0,52,None,0,0
1,8379,27,None,22,5
1,8379,27,None,22,5
1,119,26,None,21,5
3,76,65,None,17,0
2,149,248,non-bug,71,103
5,173,66,None,20,30
1,0,6,None,3,3
1,0,34,None,34,0
1,0,2,None,1,1
1,0,2,None,1,1
3,152,50,None,46,4
3,152,50,non-bug,46,4
1,712,15,non-bug,14,1
1,712,15,non-bug,14,1
18,238,422,None,25,43
1,332,6,None,5,1
17,238,416,None,20,42
5,8349,969,None,0,614
5,8349,969,None,0,614
1,0,20,None,0,0
1,0,23,None,0,0
1,0,23,None,0,0
5,213,297,None,111,144
5,213,297,None,111,144
17,238,416,None,20,42
1,0,25,None,0,0
5,91,90,non-bug,31,4
6,336,584,None,176,95
1,0,54,None,0,0
1,69,3,None,3,0
4,91,24,non-bug,18,6
2,85,70,non-bug,15,0
1,0,25,None,0,0
2,0,52,None,30,4
2,0,52,None,30,4
4,336,527,None,173,95
3,164,53,None,52,1
1,0,176,None,176,0
1,0,2,None,1,1
1,0,2,None,1,1
9,169,40,None,15,15
9,169,40,None,15,15
4,122,77,None,42,35
4,122,77,non-bug,42,35
2,73,39,None,19,20
51,815,1066,None,530,536
1,618,8,None,4,4
1,0,16,None,0,0
1,315,10,None,5,5
1,0,10,None,0,10
1,173,8,None,4,4
1,618,14,None,7,7
5,1619,181,None,71,110
1,0,14,None,7,7
1,0,28,None,14,14
2,149,37,None,25,2
3,1619,81,None,22,59
1,0,3,None,1,2
2,126,223,None,52,107
2,0,119,None,59,60
1,0,8,None,4,4
18,170,182,None,50,51
18,170,182,None,50,51
4,315,216,non-bug,101,83
4,315,216,non-bug,101,83
23,125,641,None,43,280
2,105,79,non-bug,10,9
2,105,79,non-bug,10,9
7,125,555,None,2,235
16,0,76,None,36,40
1,0,2,None,1,1
1,0,8,None,8,0
9,114,313,None,42,21
1,0,2,None,0,0
1,0,8,None,0,0
8,114,303,None,42,21
2,618,277,None,102,16
4,0,256,None,114,84
3,646,38,non-bug,22,2
2,0,14,None,0,0
1,646,20,None,19,1
1,628,4,non-bug,3,1
1,0,8,None,4,4
1,0,2,None,1,1
42,109,5232,None,2062,370
42,109,5232,None,2062,370
1,0,14,None,14,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
2,153,128,None,21,1
2,199,24,None,4,2
2,199,24,non-bug,4,2
3,0,66,None,2,2
3,0,66,None,2,2
1,8370,2,None,2,0
1,153,22,None,21,1
3,0,90,None,48,22
4,0,170,None,68,64
1,133,2,non-bug,1,1
1,0,106,None,0,0
21,84,2998,None,2570,1
21,84,2998,None,2570,1
3,169,97,None,80,17
3,169,97,None,80,17
6,0,258,non-bug,107,103
1,8368,53,None,34,19
1,8368,53,None,34,19
6,0,258,non-bug,107,103
3,76,65,None,17,0
1,137,23,None,19,4
1,0,19,None,19,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,4,None,2,2
3,181,290,None,107,52
1,0,67,non-bug,0,0
1,0,1,None,0,0
2,181,224,None,107,52
1,8353,2,None,2,0
12,103,106,None,53,53
12,103,106,None,53,53
12,0,572,None,526,1
5,130,332,None,332,0
2,133,65,None,51,14
1,163,48,None,0,0
1,227,49,None,0,0
10,142,245,non-bug,80,104
1,142,39,non-bug,21,18
1,202,6,None,0,0
1,0,6,None,0,0
1,106,2,None,1,1
1,213,5,None,1,4
5,79,187,None,57,81
2,125,107,None,77,23
2,498,39,non-bug,10,6
2,125,107,None,77,23
2,498,39,non-bug,10,6
1,0,9,None,3,6
1,122,2,None,1,1
1,100,25,None,13,12
1,0,3,None,2,1
37,103,3409,None,659,1864
37,103,3409,None,659,1864
6,211,360,None,239,50
3,121,22,None,12,10
2,0,223,None,162,1
1,0,14,None,9,5
2,0,219,None,158,1
3,211,15,non-bug,4,0
1,162,122,non-bug,73,49
5,107,26,non-bug,14,12
1,162,122,non-bug,73,49
2,0,648,None,646,2
1,195,2,non-bug,1,1
1,0,303,None,239,64
1,195,2,None,1,1
3,211,15,non-bug,4,0
1,0,201,None,185,16
1,0,320,None,249,71
1,0,134,None,134,0
1,197,2,non-bug,1,1
4,0,332,None,149,31
2,0,29,non-bug,7,7
1,0,2,None,0,2
2,0,27,None,7,5
1,197,2,non-bug,1,1
4,84,210,None,148,62
4,84,210,non-bug,148,62
4,84,210,non-bug,148,62
1,8353,7,None,5,2
1,0,16,None,16,0
1,0,2,None,1,1
1,0,2,None,1,1
2,8350,81,None,57,0
2,8350,81,non-bug,57,0
2,0,29,None,19,10
4,439,51,non-bug,9,9
3,0,8,None,4,4
36,322,3597,None,2204,107
2,93,98,None,21,27
2,159,72,None,6,3
1,344,6,None,4,2
1,0,8,None,4,4
8,110,781,None,691,5
1,344,6,None,4,2
2,130,215,None,179,36
4,110,98,None,94,4
4,110,98,None,94,4
2,159,72,None,6,3
2,0,29,None,19,10
4,0,683,None,597,1
1,0,15,None,3,12
1,0,23,None,23,0
4,439,51,None,9,9
1,0,23,None,23,0
2,0,56,None,18,2
1,0,15,None,15,0
3,0,247,None,102,29
3,0,8,None,4,4
1,93,12,None,5,7
4,40,189,None,189,0
3,0,30,None,8,8
17,108,349,None,232,117
4,0,96,None,29,24
1,95,4,None,2,2
1,68,136,non-bug,68,68
36,322,3597,None,2204,107
1,0,4,None,0,0
2,0,54,None,31,23
1,0,30,None,9,21
26,167,400,non-bug,295,96
1,95,26,None,9,17
2,139,68,None,0,4
2,139,68,None,0,4
1,0,72,None,0,0
2,103,76,None,15,11
3,0,113,None,111,0
1,0,10,None,10,0
3,0,87,None,86,0
3,0,52,None,50,0
3,0,37,None,36,0
1,0,10,None,0,0
3,0,33,None,20,0
3,0,32,None,31,0
2,0,45,None,42,0
1,0,15,None,15,0
3,0,39,None,38,0
2,0,24,None,24,0
3,0,49,None,41,1
1,0,11,None,11,0
3,0,59,None,58,0
1,0,72,non-bug,0,0
1,0,170,None,170,0
1,0,2,None,1,1
1,0,2,None,1,1
7,121,151,None,60,74
7,121,151,None,60,74
7,87,14,None,14,0
1,149,2,None,0,2
1,0,10,None,0,0
1,0,10,None,0,0
7,87,16,None,16,0
1,0,4,None,4,0
1,0,2,None,1,1
1,178,38,None,19,19
3,0,181,None,176,0
2,0,26,None,26,0
3,0,155,None,150,0
2,0,24,None,9,0
1,178,38,None,19,19
1,0,20,None,3,17
2,0,24,None,9,0
12,0,586,None,540,1
1,93,13,None,0,13
1,93,13,None,0,13
8,43,402,None,229,167
5,43,311,None,178,133
6,171,97,None,54,37
1,183,26,None,12,14
1,183,26,None,12,14
3,80,650,None,325,325
206,44,449,None,120,119
206,44,449,None,120,119
2,94,77,None,8,0
5,106,178,non-bug,134,44
5,106,178,non-bug,134,44
1,8290,539,None,536,3
2,618,16,None,5,4
2,617,275,None,101,16
1,94,8,None,8,0
1,0,69,None,0,0
5,80,43,None,8,35
5,80,43,None,8,35
2,133,4,None,1,1
2,133,4,None,1,1
6,162,140,None,58,80
4,133,269,None,172,3
29,53,170,None,71,71
2,532,23,None,3,3
4,56,194,None,194,0
1,121,12,None,12,0
2,532,23,None,3,3
1,118,4,None,2,2
6,162,138,None,57,79
6,71,24,non-bug,7,7
33,108,1577,None,945,255
34,71,194,None,78,78
1,0,6,None,6,0
3,56,188,None,188,0
5,185,377,None,190,187
2,185,293,None,145,148
4,218,474,None,331,143
8,158,598,None,185,127
8,138,598,None,185,127
2,74,74,None,50,24
1,210,9,None,6,3
4,0,510,None,390,50
4,117,418,None,134,0
18,108,180,None,111,48
4,117,414,None,129,1
3,117,283,None,118,149
1,169,4,None,2,2
2,197,67,None,42,1
5,131,266,None,210,2
1,169,50,None,25,25
42,136,1638,None,979,540
2,186,428,non-bug,186,186
2,186,428,non-bug,186,186
1,169,8,None,5,3
3,123,222,None,194,0
1,167,33,None,10,23
2,7715,33,non-bug,5,2
47,81,3109,None,1817,1210
2,0,37,None,8,25
3,123,222,None,194,0
4,136,445,None,160,1
2,7715,33,non-bug,5,2
2,0,37,non-bug,29,8
1,7712,743,None,438,305
1,7579,48,None,12,36
2,0,29,None,12,13
3,0,136,None,78,4
1,0,12,None,0,0
1,0,12,None,12,0
1,0,26,None,26,0
1,0,19,None,16,3
2,0,30,None,30,0
2,0,57,None,57,0
1,0,16,None,16,0
2,0,23,None,23,0
1,0,16,None,16,0
2,0,70,None,70,0
2,197,67,None,42,1
2,440,46,None,2,11
3,0,68,None,62,1
2,77,40,non-bug,6,2
34,135,1868,None,1043,815
2,440,46,non-bug,2,11
1,127,21,None,13,8
14,135,105,None,45,60
2,77,40,non-bug,6,2
3,0,47,None,43,2
1,0,2,non-bug,0,0
3,0,45,None,41,4
1,0,2,non-bug,0,0
2,0,27,None,21,1
34,135,1926,None,1077,839
1,0,6,None,3,3
1,7603,4,None,1,3
1,7603,4,None,1,3
4,81,193,None,183,10
1,7605,11,None,1,10
3,81,182,None,182,0
1,197,44,None,23,21
1,205,14,None,9,5
2,0,39,None,38,1
1,205,14,None,9,5
1,197,44,None,23,21
4,218,474,None,331,143
4,115,280,None,183,3
1,7614,1,None,1,0
41,71,249,None,6,5
1,7612,10,None,7,3
1,7608,83,None,83,0
41,71,249,None,6,5
1,7525,20,None,16,4
41,71,249,None,6,5
1,7596,83,None,83,0
1,7596,63,None,63,0
1,7533,20,None,20,0
1,7513,17,None,17,0
1,7615,17,None,17,0
3,7496,172,None,0,168
3,7496,172,non-bug,0,168
1,0,678,non-bug,0,0
1,0,678,None,0,0
3,0,396,None,353,30
9,322,2074,None,684,839
1,7598,12,None,12,0
2,0,17,non-bug,3,6
1,0,6,None,2,4
2,0,11,non-bug,1,2
1,7598,12,non-bug,12,0
9,322,2074,None,684,839
1,0,1,None,0,0
1,150,2,None,1,1
40,70,2360,None,1360,505
7,147,1104,non-bug,440,495
1,70,9,None,5,4
1,0,2,None,1,1
3,0,350,None,331,1
6,0,177,None,71,19
1,0,2,None,1,1
6,0,179,non-bug,71,19
2,0,10,None,5,5
1,0,10,non-bug,5,5
2,0,10,None,4,6
1,0,20,None,0,0
20,152,1058,None,534,459
1,70,9,None,5,4
3,150,17,non-bug,10,5
1,0,13,non-bug,0,0
1,152,55,None,47,8
4,79,119,non-bug,45,24
1,0,2,non-bug,1,1
6,0,130,non-bug,108,22
1,7586,12,None,12,0
2,42,681,None,282,399
1,532,28,None,28,0
2,0,43,None,43,0
1,0,22,None,22,0
1,0,4,None,0,0
2,0,66,None,66,0
1,0,15,None,0,0
1,150,13,None,9,4
5,0,20,non-bug,10,10
2,142,4,None,1,1
2,0,37,None,37,0
2,0,87,None,87,0
2,0,35,None,35,0
2,0,41,None,41,0
1,0,13,non-bug,0,0
2,0,26,None,12,14
2,0,112,non-bug,100,12
2,0,39,None,1,1
4,0,89,non-bug,63,13
2,0,34,non-bug,2,0
1,7574,47,None,35,12
8,56,603,None,359,0
6,147,1072,None,396,589
2,90,92,None,24,68
2,354,21,None,6,12
1,360,88,None,42,46
2,364,427,non-bug,225,186
3,268,264,non-bug,176,23
1,0,8,None,8,0
3,239,92,None,5,5
1,185,23,None,14,9
1,185,23,None,14,9
8,56,603,None,359,0
3,239,92,None,5,5
4,79,119,non-bug,45,24
1,152,55,None,47,8
3,0,98,None,18,65
3,0,98,None,18,65
1,0,5,None,0,0
3,0,93,None,17,64
3,0,16,None,4,4
174,35,3190,None,949,607
1,0,4,None,2,2
1,0,2,None,1,1
1,0,2,None,1,1
1,7551,2,None,1,1
2,184,253,non-bug,133,120
3,35,185,None,120,65
3,35,185,bug,120,65
3,0,335,None,318,1
1,145,7,non-bug,4,3
167,122,2409,non-bug,374,417
1,7552,2,non-bug,1,1
1,7552,2,non-bug,1,1
1,145,7,non-bug,4,3
3,0,9,None,4,3
2,184,31,None,17,14
167,122,2409,non-bug,374,417
3,0,321,None,313,0
1,0,20,None,0,20
3,0,32,None,30,0
2,0,14,None,6,8
2,195,251,None,138,113
3,0,82,None,77,1
3,0,90,None,82,0
2,0,36,None,36,0
3,0,74,None,72,0
3,0,26,None,25,0
3,0,26,None,25,0
1,0,43,None,43,0
1,0,2,None,1,1
1,0,2,None,1,1
2,264,64,non-bug,28,15
1,0,21,None,0,0
1,264,43,non-bug,28,15
1,115,2,None,1,1
6,134,720,None,304,312
6,134,720,None,304,312
1,7552,2,None,1,1
10,470,2561,None,1228,1269
5,100,255,non-bug,170,34
4,115,260,None,116,140
6,107,648,None,195,251
6,0,166,None,120,1
6,134,15820,non-bug,7854,7862
1,190,86,None,3,83
1,7555,2,None,1,1
1,115,65,None,26,39
3,0,6,None,2,2
10,470,2641,None,1308,1269
5,100,255,non-bug,170,34
6,107,648,None,195,251
3,128,49,None,17,28
1,7555,138,None,10,128
1,7555,138,None,10,128
119,266,10119,None,3865,5069
4,84,381,None,87,292
4,234,445,None,238,177
6,129,579,None,238,333
1,0,202,non-bug,0,0
3,312,50,None,24,24
11,382,786,None,347,373
4,90,229,None,91,136
6,80,219,None,82,127
3,71,56,None,26,28
4,62,135,None,65,69
3,53,19,None,5,4
4,85,225,None,87,124
4,83,271,None,86,149
5,63,274,None,66,91
4,60,152,None,63,87
4,79,228,None,81,126
4,77,204,None,79,117
7,830,513,None,239,248
2,266,48,non-bug,9,3
4,127,383,None,129,221
4,133,608,None,143,357
3,388,274,None,149,123
4,326,640,None,328,310
12,67,251,None,44,124
4,53,137,None,56,63
5,104,653,None,286,353
11,63,967,None,329,400
4,137,396,None,142,219
4,239,491,None,241,248
1,0,13,None,0,0
4,84,379,None,86,291
4,234,445,None,238,177
6,129,579,None,238,333
1,0,202,non-bug,0,0
3,312,50,None,24,24
4,79,624,None,312,312
11,382,786,None,347,373
1,83,2,None,2,0
4,0,160,None,79,49
3,0,89,None,89,0
4,90,231,None,92,137
6,80,219,None,82,127
3,71,56,None,26,28
4,62,135,None,65,69
3,53,19,None,5,4
4,85,225,None,87,124
4,81,269,None,84,149
5,63,274,None,66,91
4,60,152,None,63,87
4,53,137,None,56,63
4,79,228,None,81,126
4,77,204,None,79,117
7,830,513,bug,239,248
2,266,48,non-bug,9,3
4,127,383,None,129,221
1,0,2,non-bug,0,0
4,133,608,None,143,357
4,326,640,None,328,310
1,1767,50,None,0,50
12,67,201,None,44,74
4,104,297,None,108,175
4,137,396,None,142,219
11,63,967,None,329,400
3,388,268,None,146,120
4,239,491,None,241,248
1,179,7,None,1,6
5,184,670,None,291,324
1,0,32,None,16,16
1,0,19,None,19,0
1,0,2,None,1,1
1,0,2,None,1,1
1,7679,4,None,2,2
1,7679,4,None,2,2
3,7679,58,None,9,1
3,7679,58,non-bug,9,1
29,86,4017,None,944,1427
1,7671,26,None,9,17
3,86,72,None,30,25
5,131,658,None,257,399
4,68,183,None,70,108
4,68,297,None,71,151
4,64,336,None,67,191
4,76,205,None,79,89
3,52,63,None,20,16
5,64,308,None,66,96
5,7678,1869,None,275,335
4,119,411,None,129,185
7,302,1739,None,864,579
3,79,53,None,25,28
3,86,72,None,30,25
5,131,658,None,257,399
4,68,183,None,70,108
4,68,297,None,71,151
4,64,336,None,67,191
4,76,205,None,79,89
3,52,63,None,20,16
5,64,308,None,66,96
5,7675,1869,None,275,335
1,0,2,None,0,0
4,119,409,None,129,185
7,302,1739,None,864,579
1,0,63,None,63,0
1,0,2,None,1,1
1,0,2,None,1,1
52,71,314,None,96,94
52,71,314,None,96,94
1,0,47,None,0,0
2,195,15,non-bug,1,1
3,34,88,None,8,15
3,34,88,None,8,15
1,86,5,non-bug,4,1
4,74,243,None,78,131
1,74,4,None,1,3
1,0,2,None,0,0
4,76,243,None,80,131
4,66,179,None,68,92
1,66,11,None,2,9
4,73,201,None,40,115
3,58,109,None,59,1
1,0,47,None,0,0
2,195,15,non-bug,1,1
3,79,53,None,25,28
1,0,130,None,0,0
3,34,88,None,8,15
1,86,5,non-bug,4,1
4,76,241,None,79,130
4,73,186,None,75,92
1,0,2,None,1,1
1,0,2,None,1,1
3,7659,113,None,112,1
2,0,15,non-bug,13,2
2,0,3,None,3,0
2,0,3,None,2,1
2,0,12,non-bug,11,1
3,7659,113,None,112,1
2,0,3,None,3,0
81,99,6060,None,101,3309
34,96,4471,None,53,1835
48,99,1589,non-bug,48,1474
3,115,8,None,3,5
1,8287,4,None,1,3
2,115,4,None,2,2
7,82,843,None,163,208
18,92,461,None,231,154
18,92,461,None,231,154
1,77,17,None,8,9
5,82,411,None,84,82
3,159,12,None,5,5
3,159,165,None,45,91
20,8289,693,None,337,295
20,8289,693,None,337,295
21,71,648,None,142,367
21,71,648,None,142,367
1,0,2,None,1,1
164,110,3643,None,580,1008
2,71,4,None,2,2
47,110,175,None,45,46
13,68,600,None,246,231
150,110,3036,bug,331,773
1,8581,13,None,7,6
1,0,14,None,14,0
1,0,2,None,1,1
1,0,2,None,1,1
2,104,10,None,5,5
1,0,4,None,2,2
4,150,194,None,193,1
1,0,18,None,8,10
5,0,121,None,32,15
10,187,563,None,141,142
2,0,36,None,24,12
1,0,12,None,5,7
2,0,40,None,0,0
4,0,53,non-bug,10,5
6,187,105,bug,36,44
1,261,70,None,25,45
9,281,416,non-bug,94,67
2,0,91,None,90,1
1,0,2,None,1,1
1,0,2,None,1,1
10,91,545,non-bug,245,131
2,104,10,None,5,5
1,8580,29,None,21,8
1,0,6,None,3,3
1,0,2,None,1,1
1,107,7,None,5,2
3,91,24,None,8,8
2,122,291,None,5,1
2,122,115,None,4,0
2,118,234,None,1,1
4,98,143,None,143,0
1,279,2,non-bug,1,1
1,0,2,None,1,1
1,279,2,non-bug,1,1
1,0,2,None,1,1
1,0,5,None,5,0
4,98,143,None,143,0
3,150,70,None,39,31
2,118,234,None,1,1
8,91,352,None,194,83
1,0,4,None,2,2
1,0,6,None,6,0
1,0,2,None,1,1
1,0,2,None,1,1
2,118,116,non-bug,17,9
1,118,42,None,18,24
2,124,110,None,17,3
1,8567,52,None,12,40
1,8567,52,None,12,40
85,170,1291,None,585,672
16,56,241,non-bug,88,123
1,0,6,None,6,0
1,0,2,None,1,1
1,0,2,None,1,1
1,190,32,non-bug,19,13
1,190,32,None,19,13
15,84,1838,None,1217,1
1,0,2,non-bug,0,0
77,170,1070,bug,508,560
1,0,9,None,9,0
1,0,2,None,1,1
1,0,2,None,1,1
3,436,498,None,226,88
1,0,25,non-bug,0,0
4,142,186,None,185,1
1,184,6,None,6,0
1,0,32,None,0,0
2,0,18,None,13,5
2,0,28,None,25,3
1,0,61,None,60,1
4,23,80,None,28,36
4,23,80,None,28,36
2,178,151,None,1,1
2,0,122,None,73,49
1,0,92,None,46,46
2,0,30,None,27,3
1,0,58,None,37,21
1,0,58,None,37,21
2,436,308,None,220,88
26,86,483,None,201,64
3,86,142,None,124,18
1,0,24,None,23,1
1,0,2,None,1,1
4,84,52,None,20,32
478,55,29948,None,16484,5390
1,0,2,None,1,1
23,104,317,None,54,45
2,0,50,None,14,36
2,0,50,non-bug,14,36
2,0,8,None,5,3
1,0,19,None,19,0
1,0,2,None,1,1
1,0,2,None,1,1
5,201,92,None,46,3
5,201,92,non-bug,46,3
1,0,6,non-bug,0,0
1,0,6,non-bug,0,0
1,0,4,non-bug,0,0
1,0,4,non-bug,0,0
3,163,88,non-bug,2,0
7,82,480,None,153,140
1,8726,35,None,20,15
2,8721,156,None,19,1
1,8721,20,None,19,1
1,0,136,None,0,0
5,497,744,None,535,8
5,497,744,None,535,8
1,92,8,non-bug,4,4
21,182,1653,None,411,422
2,82,28,None,13,15
2,0,68,None,68,0
5,84,414,None,87,140
3,163,88,None,2,0
2,85,43,None,2,0
2,85,43,None,2,0
2,52,9,None,1,1
2,52,9,None,1,1
1,0,3,non-bug,0,0
1,182,4,non-bug,0,0
5,160,892,non-bug,178,261
5,160,892,non-bug,178,261
4,182,196,None,0,0
4,182,196,bug,0,0
2,111,133,None,10,3
2,111,133,None,10,3
6,259,389,None,226,163
9,281,413,non-bug,94,64
6,259,389,None,226,163
1,0,9,non-bug,0,0
1,0,2,non-bug,1,1
2,0,4,None,0,0
14,92,146,None,41,36
3,0,125,None,104,21
4,90,194,None,93,99
1,0,15,None,15,0
4,279,156,non-bug,21,6
4,279,156,non-bug,21,6
3,100,239,None,114,125
1,100,149,None,62,87
2,0,90,None,52,38
1,0,2,None,1,1
1,0,2,None,1,1
22,24,3046,None,959,148
14,169,751,None,188,511
9,324,169,None,139,30
4,275,213,None,196,6
1,214,29,None,14,15
3,0,1248,None,0,0
3,70,20,None,2,2
5,259,503,None,295,203
3,104,10,None,5,5
4,236,127,None,62,43
5,24,319,None,86,65
8,236,1873,None,730,2
4,75,870,None,79,103
1,0,42,None,0,0
1,0,42,None,0,0
2,112,18,non-bug,1,2
2,136,41,None,4,0
4,78,215,None,81,101
1,0,4,non-bug,0,0
6,264,43,non-bug,25,7
5,194,253,None,163,60
5,111,289,None,184,1
2,171,14,None,3,1
2,111,43,None,1,0
1,110,14,None,10,4
1,104,9,None,5,4
3,103,196,None,92,18
61,186,5390,None,3016,818
32,13,828,None,828,0
3,75,97,None,97,0
3,96,119,None,119,0
8,13,233,None,145,88
4,78,215,None,81,101
1,0,4,None,2,2
61,186,5390,None,3016,818
1,0,8,None,3,5
1,0,4,None,2,2
1,0,2,None,1,1
2,136,41,None,4,0
1,0,4,non-bug,0,0
6,264,43,non-bug,25,7
1,0,24,None,0,0
1,0,24,None,0,0
1,0,8,None,4,4
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,0,4,None,2,2
1,0,28,None,13,15
1,0,641,None,641,0
1,0,95,None,95,0
1,0,1,None,1,0
1,194,5,None,3,2
1,0,3,non-bug,0,3
1,193,21,None,12,9
3,190,30,None,13,13
2,190,107,None,39,40
2,0,103,None,103,0
13,186,864,non-bug,453,411
1,0,1,None,1,0
4,58,284,None,60,174
1,8677,2,None,1,1
9,104,124,None,35,31
9,104,124,None,35,31
1,8677,6,None,3,3
1,0,2,None,1,1
1,0,2,None,1,1
1,191,2,non-bug,1,1
1,0,3,non-bug,0,0
1,110,4,None,2,2
7,0,295,None,233,62
1,0,2,non-bug,1,1
2,8677,29,None,16,0
11,124,868,None,474,161
11,124,868,None,474,161
4,110,246,None,112,106
4,110,246,non-bug,112,106
10,8578,2058,None,1015,1
10,8578,2058,None,1015,1
6,51,368,non-bug,54,157
11,124,781,bug,390,158
3,75,99,None,99,0
2,51,110,non-bug,5,3
3,65,12,non-bug,10,2
1,0,8,None,1,7
1,8654,2,None,1,1
2,8654,29,None,16,0
6,49,280,bug,52,157
27,29,555,None,555,0
9,104,124,None,35,31
1,0,2,None,1,1
2,112,18,non-bug,1,2
1,0,2,None,1,1
1,0,2,None,1,1
1,146,2,None,0,0
1,146,2,None,0,0
1,144,33,None,0,0
1,144,33,None,0,0
13,0,2799,None,2767,32
4,218,997,None,614,1
1,0,2,None,1,1
1,0,2,None,1,1
2,0,5,None,3,2
2,0,49,None,48,1
2,0,23,None,22,1
1,0,12,None,1,11
2,0,43,None,41,2
5,0,246,None,113,133
2,0,93,None,32,61
3,0,166,None,87,79
1,0,10,None,5,5
2,0,20,None,13,7
1,0,5,None,5,0
1,0,18,None,16,2
2,0,100,None,63,37
1,0,3,None,2,1
2,0,41,None,39,2
2,0,62,None,58,4
3,0,65,None,62,3
1,0,6,None,6,0
2,0,103,None,95,8
4,0,277,None,139,138
1,0,2,non-bug,1,1
1,0,119,None,87,32
4,0,32,None,24,8
2,0,165,None,146,19
2,0,364,None,283,81
4,0,197,None,131,66
8,0,292,None,133,159
2,0,292,None,181,111
14,0,1873,non-bug,1873,0
4,89,116,None,19,1
4,89,116,None,19,1
1,0,1,None,1,0
11,101,471,None,208,91
6,0,177,None,153,24
5,124,311,None,158,79
5,124,311,None,158,79
1,0,48,None,27,21
1,8628,7,None,4,3
1,0,2,None,1,1
1,0,2,None,1,1
1,101,6,None,0,6
1,101,6,None,0,6
3,261,112,non-bug,12,2
3,261,89,non-bug,12,2
1,0,27,None,0,0
1,8627,39,None,36,3
1,8627,39,None,36,3
2,0,58,None,39,19
